,permno,hsiccd
15221165,70519,"Finance, Insurance, and Real Estate"
15230532,70536,Chemical and Allied Manufacturing
15240694,70578,Chemical and Allied Manufacturing
15253565,71001,Metal and Machinery Manufacturing
15256851,71175,"Finance, Insurance, and Real Estate"
15266212,71298,Mining
15276018,71563,"Finance, Insurance, and Real Estate"
15288889,71686,"Finance, Insurance, and Real Estate"
15296936,71765,Transportation
15299512,71889,"Finance, Insurance, and Real Estate"
15303988,71984,Textile and Apparel Manufacturing
15307310,72726,"Finance, Insurance, and Real Estate"
15320181,73139,Electronic and Transportation Equipment Manufacturing
15331443,73940,Metal and Machinery Manufacturing
15338410,74617,Business Services
15343394,75030,Communications
15350021,75034,Metal and Machinery Manufacturing
15359266,75100,Retail Trade
15361351,75107,Electronic and Transportation Equipment Manufacturing
15376677,75154,"Finance, Insurance, and Real Estate"
15385859,75175,"Finance, Insurance, and Real Estate"
15395057,75181,Mining
15399731,75186,"Finance, Insurance, and Real Estate"
15408872,75224,Electronic and Transportation Equipment Manufacturing
15416514,75241,Mining
15422163,75257,Electronic and Transportation Equipment Manufacturing
15434014,75341,"Finance, Insurance, and Real Estate"
15434019,75333,Mining
15447076,75423,Mining
15449684,75489,Retail Trade
15456835,75510,Business Services
15466256,75573,Retail Trade
15475222,75577,Electronic and Transportation Equipment Manufacturing
15482214,75591,Metal and Machinery Manufacturing
15490926,75592,Wood and Paper Manufacturing
15497659,75607,Business Services
15506356,75625,Electronic and Transportation Equipment Manufacturing
15510581,75646,Chemical and Allied Manufacturing
15517041,75647,Chemical and Allied Manufacturing
15519550,75694,Chemical and Allied Manufacturing
15528340,75789,"Finance, Insurance, and Real Estate"
15533610,75819,"Finance, Insurance, and Real Estate"
15542247,75825,Mining
15550873,75828,Business Services
15559509,75857,Electronic and Transportation Equipment Manufacturing
15564015,75912,Business Services
15572595,76070,Metal and Machinery Manufacturing
15574669,76076,Electronic and Transportation Equipment Manufacturing
15583201,76082,Mining
15591739,76090,Health and Social Services
15596256,76095,Electronic and Transportation Equipment Manufacturing
15604780,76122,Mining
15607428,76129,Electronic and Transportation Equipment Manufacturing
15613999,76149,Retail Trade
15620239,76171,Health and Social Services
15624403,76185,Business Services
15632870,76201,Electronic and Transportation Equipment Manufacturing
15640851,76226,Communications
15649302,76230,Electronic and Transportation Equipment Manufacturing
15656556,76240,Mining
15662712,76282,Retail Trade
15671186,76285,"Finance, Insurance, and Real Estate"
15671518,76512,Transportation
15675862,76557,"Finance, Insurance, and Real Estate"
15679631,76563,Retail Trade
15682814,76565,Health and Social Services
15688601,76597,Food and Tobacco Manufacturing
15691060,76605,Retail Trade
15699310,76608,Food and Tobacco Manufacturing
15700351,76614,Chemical and Allied Manufacturing
15708601,76619,"Finance, Insurance, and Real Estate"
15714158,76624,Electronic and Transportation Equipment Manufacturing
15715517,76639,Business Services
15720392,76625,Chemical and Allied Manufacturing
15725553,76638,Textile and Apparel Manufacturing
15740421,76644,Metal and Machinery Manufacturing
15748646,76656,Chemical and Allied Manufacturing
15752707,76708,Health and Social Services
15760900,76709,Chemical and Allied Manufacturing
15769093,76712,Utilities
15777283,76744,Chemical and Allied Manufacturing
15785454,76754,Metal and Machinery Manufacturing
15787245,76757,"Finance, Insurance, and Real Estate"
15792118,76795,Metal and Machinery Manufacturing
15800273,76804,"Finance, Insurance, and Real Estate"
15808434,76841,Chemical and Allied Manufacturing
15816567,76887,Utilities
15820914,77037,Transportation
15829020,77063,Health and Social Services
15833098,77129,"Finance, Insurance, and Real Estate"
15841183,77150,Wholesale Trade
15844939,77173,Electronic and Transportation Equipment Manufacturing
15844988,77157,Metal and Machinery Manufacturing
15858900,77178,Electronic and Transportation Equipment Manufacturing
15866971,77182,Chemical and Allied Manufacturing
15875040,77274,Chemical and Allied Manufacturing
15883085,77281,Retail Trade
15889533,77284,Communications
15892948,77338,Electronic and Transportation Equipment Manufacturing
15900977,77357,Business Services
15908998,77418,Business Services
15915608,77462,Retail Trade
15923615,77481,Utilities
15928706,77496,Textile and Apparel Manufacturing
15936702,77546,Business Services
15940597,77605,Electronic and Transportation Equipment Manufacturing
15948560,77606,Retail Trade
15956523,77644,Electronic and Transportation Equipment Manufacturing
15958437,77649,Wholesale Trade
15966392,77659,Retail Trade
15974176,77661,Construction
15982127,77668,Health and Social Services
15988812,77702,Retail Trade
15996748,77730,Food and Tobacco Manufacturing
16009619,77768,Chemical and Allied Manufacturing
16016251,77976,Business Services
16020886,78034,Retail Trade
16028736,78083,Business Services
16031794,78139,Business Services
16037335,78263,"Finance, Insurance, and Real Estate"
16045297,78788,Personal Services
16046567,78840,Communications
16054361,78877,Mining
16061259,78916,Chemical and Allied Manufacturing
16068116,78927,"Finance, Insurance, and Real Estate"
16075900,78946,"Finance, Insurance, and Real Estate"
16076980,78968,"Finance, Insurance, and Real Estate"
16083205,78975,Business Services
16090962,78987,Electronic and Transportation Equipment Manufacturing
16098714,79041,Health and Social Services
16098838,79057,"Finance, Insurance, and Real Estate"
16106586,79089,Electronic and Transportation Equipment Manufacturing
16114324,79094,Electronic and Transportation Equipment Manufacturing
16122048,79129,"Finance, Insurance, and Real Estate"
16122086,79103,Retail Trade
16129902,79108,Electronic and Transportation Equipment Manufacturing
16137637,79119,Health and Social Services
16148036,79145,Transportation
16155761,79212,Mining
16160075,79250,Electronic and Transportation Equipment Manufacturing
16160240,79237,Mining
16174297,79265,Electronic and Transportation Equipment Manufacturing
16181322,79323,"Finance, Insurance, and Real Estate"
16189022,79411,Retail Trade
16194470,79452,"Finance, Insurance, and Real Estate"
16202136,79545,Electronic and Transportation Equipment Manufacturing
16209786,79547,"Finance, Insurance, and Real Estate"
16217437,79588,Food and Tobacco Manufacturing
16223090,79637,Health and Social Services
16233800,79678,Business Services
16241347,79698,Business Services
16248961,79718,Business Services
16252029,79764,Personal Services
16253193,79782,"Finance, Insurance, and Real Estate"
16260789,79785,Construction
16268371,79879,Electronic and Transportation Equipment Manufacturing
16275954,79881,Retail Trade
16283543,79906,Business Services
16291135,79915,Mining
16297493,79973,Metal and Machinery Manufacturing
16300983,80055,Business Services
16303896,80080,Chemical and Allied Manufacturing
16311447,80094,Communications
16312853,80100,"Finance, Insurance, and Real Estate"
16320418,80183,"Finance, Insurance, and Real Estate"
16327951,80191,Chemical and Allied Manufacturing
16335455,80204,Mining
16342974,80266,Electronic and Transportation Equipment Manufacturing
16348632,80286,Retail Trade
16356150,80303,Metal and Machinery Manufacturing
16362684,80320,Wholesale Trade
16370184,80411,Nonclassifiable Establishments
16370206,80381,"Finance, Insurance, and Real Estate"
16377710,80399,"Finance, Insurance, and Real Estate"
16385215,80406,"Finance, Insurance, and Real Estate"
16389540,80410,Mining
16392185,80470,Business Services
16394561,80506,Business Services
16395595,80515,Business Services
16400780,80539,Chemical and Allied Manufacturing
16408249,80563,Health and Social Services
16415701,80599,"Finance, Insurance, and Real Estate"
16419304,80678,"Finance, Insurance, and Real Estate"
16420666,80681,"Finance, Insurance, and Real Estate"
16428111,80694,Mining
16428841,80711,"Finance, Insurance, and Real Estate"
16436254,80913,Business Services
16440123,81045,"Finance, Insurance, and Real Estate"
16447475,81055,"Finance, Insurance, and Real Estate"
16454806,81061,Wholesale Trade
16462127,81126,Electronic and Transportation Equipment Manufacturing
16464986,81138,Health and Social Services
16470565,81193,Wood and Paper Manufacturing
16471919,81262,Health and Social Services
16474960,81285,Metal and Machinery Manufacturing
16478318,81481,Retail Trade
16485574,81540,Wholesale Trade
16492810,81593,"Finance, Insurance, and Real Estate"
16503096,81655,Retail Trade
16510294,81677,Electronic and Transportation Equipment Manufacturing
16517479,81696,Communications
16524661,81736,Electronic and Transportation Equipment Manufacturing
16531856,81774,Mining
16539011,81776,Electronic and Transportation Equipment Manufacturing
16544241,81857,Metal and Machinery Manufacturing
16549454,82196,Mining
16555729,82276,"Finance, Insurance, and Real Estate"
16562852,82298,Mining
16569029,82303,"Finance, Insurance, and Real Estate"
16576139,82307,Health and Social Services
16583229,82308,Mining
16584431,82309,Communications
16585091,82515,Wholesale Trade
16592193,82581,Wholesale Trade
16599280,82598,Metal and Machinery Manufacturing
16606355,82618,Metal and Machinery Manufacturing
16611517,82642,Chemical and Allied Manufacturing
16611604,82643,Metal and Machinery Manufacturing
16623890,82647,Chemical and Allied Manufacturing
16625003,82651,Electronic and Transportation Equipment Manufacturing
16632080,82686,Business Services
16638829,82705,Wholesale Trade
16643852,82775,"Finance, Insurance, and Real Estate"
16650907,82776,Electronic and Transportation Equipment Manufacturing
16651456,82959,Wood and Paper Manufacturing
16658840,83111,Chemical and Allied Manufacturing
16665232,83143,Transportation
16672258,83332,Electronic and Transportation Equipment Manufacturing
16674942,83413,Business Services
16679684,83421,Food and Tobacco Manufacturing
16685619,83435,Business Services
16690951,83440,"Finance, Insurance, and Real Estate"
16692106,83443,"Finance, Insurance, and Real Estate"
16699064,83462,Metal and Machinery Manufacturing
16706007,83583,"Finance, Insurance, and Real Estate"
16708154,83596,Business Services
16711228,83597,Business Services
16718151,83601,Metal and Machinery Manufacturing
16731022,83621,Business Services
16737951,83630,Business Services
16743968,83693,Business Services
16746382,83699,Metal and Machinery Manufacturing
16750558,83862,"Finance, Insurance, and Real Estate"
16756631,83906,Utilities
16763515,83976,Retail Trade
16770376,83981,Utilities
16772694,83988,Chemical and Allied Manufacturing
16773072,84001,Communications
16775713,84020,Business Services
16779062,84032,Metal and Machinery Manufacturing
16785900,84036,Business Services
16788533,84129,"Finance, Insurance, and Real Estate"
16801404,84176,Wood and Paper Manufacturing
16808230,84262,Metal and Machinery Manufacturing
16815050,84342,Business Services
16820054,84372,Metal and Machinery Manufacturing
16826848,84373,Health and Social Services
16833634,84375,Electronic and Transportation Equipment Manufacturing
16840161,84381,Electronic and Transportation Equipment Manufacturing
16846966,84519,Electronic and Transportation Equipment Manufacturing
16853734,84761,Business Services
16860457,84767,"Finance, Insurance, and Real Estate"
16867152,84769,Electronic and Transportation Equipment Manufacturing
16873850,84788,Business Services
16880551,85032,Communications
16884017,85035,Electronic and Transportation Equipment Manufacturing
16890706,85058,"Finance, Insurance, and Real Estate"
16897384,85072,Textile and Apparel Manufacturing
16904066,85073,"Finance, Insurance, and Real Estate"
16906155,85238,"Finance, Insurance, and Real Estate"
16908569,85257,Electronic and Transportation Equipment Manufacturing
16915211,85265,"Finance, Insurance, and Real Estate"
16921848,85269,Chemical and Allied Manufacturing
16928488,85271,"Finance, Insurance, and Real Estate"
16933356,85348,Retail Trade
16939957,85459,Transportation
16946552,85516,Electronic and Transportation Equipment Manufacturing
16950531,85522,Electronic and Transportation Equipment Manufacturing
16955354,85592,"Finance, Insurance, and Real Estate"
16961922,85593,"Finance, Insurance, and Real Estate"
16968490,85599,"Finance, Insurance, and Real Estate"
16969384,85621,Electronic and Transportation Equipment Manufacturing
16975957,85631,Business Services
16985661,85663,Business Services
16992211,85675,Health and Social Services
16997458,85753,Business Services
17003980,85792,Construction
17010493,85869,Mining
17014409,85908,Chemical and Allied Manufacturing
17020312,85913,Personal Services
17026794,85914,Electronic and Transportation Equipment Manufacturing
17036548,85926,Wood and Paper Manufacturing
17043023,85963,Electronic and Transportation Equipment Manufacturing
17047499,85991,Communications
17052429,86021,Electronic and Transportation Equipment Manufacturing
17057742,86041,Business Services
17058348,86102,"Finance, Insurance, and Real Estate"
17064798,86111,"Finance, Insurance, and Real Estate"
17071233,86136,Utilities
17077652,86158,Business Services
17084077,86176,Chemical and Allied Manufacturing
17087267,86228,Utilities
17093684,86239,Metal and Machinery Manufacturing
17108050,86288,"Finance, Insurance, and Real Estate"
17114467,86305,Health and Social Services
17119537,86314,"Finance, Insurance, and Real Estate"
17124587,86326,Communications
17125456,86339,"Finance, Insurance, and Real Estate"
17131840,86356,Business Services
17138198,86414,Communications
17139557,86496,Electronic and Transportation Equipment Manufacturing
17142650,86580,Electronic and Transportation Equipment Manufacturing
17148926,86591,Electronic and Transportation Equipment Manufacturing
17150606,86725,Chemical and Allied Manufacturing
17154364,86756,Food and Tobacco Manufacturing
17157109,86783,Business Services
17163339,86799,Mining
17169547,86845,"Finance, Insurance, and Real Estate"
17175459,86868,"Finance, Insurance, and Real Estate"
17181665,86946,Food and Tobacco Manufacturing
17186222,86964,Business Services
17192406,86976,"Finance, Insurance, and Real Estate"
17196629,86979,Metal and Machinery Manufacturing
17202798,86996,Communications
17208974,87029,Mining
17209739,87055,Retail Trade
17219338,87070,"Finance, Insurance, and Real Estate"
17223442,87127,Mining
17227110,87137,Mining
17233242,87184,Business Services
17238250,87267,"Finance, Insurance, and Real Estate"
17244351,87292,Wood and Paper Manufacturing
17247126,87299,Business Services
17253207,87432,Electronic and Transportation Equipment Manufacturing
17259274,87445,Business Services
17265334,87447,Transportation
17271407,87536,"Finance, Insurance, and Real Estate"
17272475,87541,Wood and Paper Manufacturing
17278494,87657,Electronic and Transportation Equipment Manufacturing
17284468,87717,Transportation
17294363,87800,Metal and Machinery Manufacturing
17296961,87842,"Finance, Insurance, and Real Estate"
17302933,88031,Food and Tobacco Manufacturing
17312526,88182,Electronic and Transportation Equipment Manufacturing
17318482,88281,Business Services
17324399,88319,Electronic and Transportation Equipment Manufacturing
17324735,88313,"Finance, Insurance, and Real Estate"
17334569,88352,Electronic and Transportation Equipment Manufacturing
17340494,88388,Communications
17341000,88436,Chemical and Allied Manufacturing
17346563,88446,Electronic and Transportation Equipment Manufacturing
17352456,88587,Electronic and Transportation Equipment Manufacturing
17354232,88590,Health and Social Services
17358847,88601,Utilities
17359546,88661,Metal and Machinery Manufacturing
17365391,88664,Business Services
17374995,88668,Chemical and Allied Manufacturing
17379430,88837,"Finance, Insurance, and Real Estate"
17385230,88845,"Finance, Insurance, and Real Estate"
17389747,88853,Construction
17395537,88860,Electronic and Transportation Equipment Manufacturing
17401305,88873,Business Services
17407069,88991,Mining
17410814,89001,Communications
17411643,89002,Business Services
17417319,89003,Business Services
17422975,89004,Metal and Machinery Manufacturing
17426896,89006,Food and Tobacco Manufacturing
17432569,89014,Electronic and Transportation Equipment Manufacturing
17436948,89017,Business Services
17442622,89031,Metal and Machinery Manufacturing
17448299,89070,Electronic and Transportation Equipment Manufacturing
17453934,89071,Business Services
17459582,89105,Metal and Machinery Manufacturing
17463526,89138,Food and Tobacco Manufacturing
17469164,89179,"Finance, Insurance, and Real Estate"
17474744,89195,"Finance, Insurance, and Real Estate"
17480329,89216,Electronic and Transportation Equipment Manufacturing
17485898,89217,Retail Trade
17491457,89258,"Finance, Insurance, and Real Estate"
17497006,89269,"Finance, Insurance, and Real Estate"
17502555,89301,Retail Trade
17508063,89392,Health and Social Services
17511840,89393,Business Services
17517279,89463,"Finance, Insurance, and Real Estate"
17519128,89495,"Finance, Insurance, and Real Estate"
17519535,89508,Retail Trade
17524884,89509,Mining
17529668,89525,Communications
17534982,89533,Health and Social Services
17540313,89565,Communications
17543602,89617,Communications
17548888,89626,"Finance, Insurance, and Real Estate"
17554190,89641,Metal and Machinery Manufacturing
17559489,89757,Retail Trade
17563361,89781,Health and Social Services
17568521,89813,Retail Trade
17570691,89866,Wholesale Trade
17575786,89954,Communications
17578702,90038,"Finance, Insurance, and Real Estate"
17583712,90071,Utilities
17588688,90090,"Finance, Insurance, and Real Estate"
17593463,90110,Chemical and Allied Manufacturing
17596318,90162,"Finance, Insurance, and Real Estate"
17601252,90199,"Finance, Insurance, and Real Estate"
17606175,90215,Business Services
17611090,90248,Retail Trade
17615992,90272,"Finance, Insurance, and Real Estate"
17619910,90305,Transportation
17624790,90319,Business Services
17629665,90352,Utilities
17634238,90373,"Finance, Insurance, and Real Estate"
17639063,90386,Chemical and Allied Manufacturing
17643892,90435,Electronic and Transportation Equipment Manufacturing
17644396,90441,Wood and Paper Manufacturing
17648006,90442,Wood and Paper Manufacturing
17651616,90454,"Finance, Insurance, and Real Estate"
17656436,90455,Electronic and Transportation Equipment Manufacturing
17661246,90505,Personal Services
17666039,90520,Chemical and Allied Manufacturing
17670807,90537,Mining
17679592,90547,Mining
17682213,90609,Business Services
17682214,90601,"Finance, Insurance, and Real Estate"
17693594,90664,Electronic and Transportation Equipment Manufacturing
17698305,90720,Wood and Paper Manufacturing
17702968,90721,Textile and Apparel Manufacturing
17708065,90805,Communications
17712275,90808,Communications
17716905,90829,Chemical and Allied Manufacturing
17721533,90880,"Finance, Insurance, and Real Estate"
17726125,90979,Textile and Apparel Manufacturing
17730683,90993,"Finance, Insurance, and Real Estate"
17735243,91041,Business Services
17739778,91063,Communications
17743283,91068,Retail Trade
17747796,91103,Transportation
17752304,91143,"Finance, Insurance, and Real Estate"
17754240,91152,Electronic and Transportation Equipment Manufacturing
17758720,91207,Personal Services
17761353,91218,Communications
17762138,91233,Business Services
17766568,91380,Metal and Machinery Manufacturing
17771744,91388,"Finance, Insurance, and Real Estate"
17771916,91391,Communications
17775095,91392,Personal Services
17779479,91416,Textile and Apparel Manufacturing
17783838,91461,"Finance, Insurance, and Real Estate"
17788179,91547,Public Administration
17792511,91556,Retail Trade
17802187,91611,Electronic and Transportation Equipment Manufacturing
17806494,91650,Utilities
17809049,91668,Electronic and Transportation Equipment Manufacturing
17813339,91849,Business Services
17817556,91883,Communications
17819877,91926,Transportation
17824072,91937,Communications
17828277,92050,Electronic and Transportation Equipment Manufacturing
17832464,92108,"Finance, Insurance, and Real Estate"
17836624,92121,"Finance, Insurance, and Real Estate"
17840778,92156,Electronic and Transportation Equipment Manufacturing
17842684,92157,Wholesale Trade
17846838,92203,Retail Trade
17850973,92239,Mining
17854361,92293,Metal and Machinery Manufacturing
17858452,92322,Retail Trade
17862525,92402,Business Services
17866583,92602,Food and Tobacco Manufacturing
17870550,92611,Business Services
17874524,92614,Utilities
17878474,92618,Food and Tobacco Manufacturing
17881035,92655,"Finance, Insurance, and Real Estate"
17890915,92709,Communications
17893352,92772,Nonclassifiable Establishments
17895878,92778,Communications
17899292,92890,Food and Tobacco Manufacturing
17901392,92988,Electronic and Transportation Equipment Manufacturing
17902785,93002,Nonclassifiable Establishments
17906410,93089,Nonclassifiable Establishments
17909992,93096,Retail Trade
17913547,93132,Nonclassifiable Establishments
17917099,93159,Mining
17919172,93246,Electronic and Transportation Equipment Manufacturing
17922667,93422,Mining
17925362,93429,Business Services
17928772,93436,Nonclassifiable Establishments
